id,name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class
8818,anicav-lb tablet,Nishclav 625 LB Tablet,Zooclav 500mg/125mg Tablet,Nexclav LB 500mg/125mg Tablet,Rion LB 500mg/125mg Tablet,Revclav LB 500mg/125mg Tablet,Nausea,Diarrhea,Vomiting,Flatulence,Rash,Allergic reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Bacterial infections,,,,,,No,ANTI INFECTIVES,
8819,arozy 500mg tablet,Azax 500 Tablet,Zady 500 Tablet,Trulimax 500mg Tablet,Azifast 500 Tablet,Azee 500 Tablet,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8820,anatec gel,Corflam Gel,Goldpar Plus Gel,Dilocon Gel,Retroflam Gel,Zoomex-Fast Gel,"Application site reactions (burning, irritation, itching and redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,,No,PAIN ANALGESICS,
8821,achol-d3 softgel capsule,Jaivita D3 60K Softgel Capsule,Eric Favre D3Vit Softgel Capsules,Richer-D3 Softgel Capsule,Sunfold 60K Softgel Capsule,Rurise 60K Softgel Capsule,No common side effects seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Vitamin D deficiency,Treatment of Osteoporosis,,,,Vitamin D Derivative [cholecalciferol],No,VITAMINS MINERALS NUTRIENTS,Vitamins
8822,alive 10mg tablet,Atorast 10mg Tablet,Danavish Atorvastatin 10mg Tablet,Lipina 10 Tablet,Zivast 10 Tablet,Storvas 10 Tablet,Dyspepsia,Abdominal pain,Indigestion,Diarrhea,Joint pain,Nasopharyngitis (inflammation of the throat and nasal passages),Nausea,Pain in extremities,Urinary tract infection,Abnormal liver function tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, High cholesterol,Prevention of Heart attack,,,,Pyrrole & heptanoic acid derivative,No,CARDIAC,HMG CoA inhibitors (statins)
8823,antrima 400mg/80mg tablet,Colizole 400mg/80mg Tablet,Kombina 400mg/80mg Tablet,Comax 400 mg/80 mg Tablet,Otrim 400mg/80mg Tablet,Sumetrol 400mg/80mg Tablet,Nausea,Vomiting,Skin rash,Allergic reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,,No,ANTI INFECTIVES,
8824,aana 2.5mg tablet,Rebless 2.5mg Tablet,Rivatroy 2.5 Tablet,Rivaban 2.5mg Tablet,Rivatane 2.5mg Tablet,Rivared 2.5mg Tablet,Bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment and prevention of Blood clots,,,,,Morpholine & thiophene derivative,No,CARDIAC,Oral Factor Xa Inhibitors
8825,alock 200mg tablet sr,Algic 200mg Tablet SR,Topnac 200mg Tablet SR,Kindac 200mg Tablet SR,Ultranac 200mg Tablet SR,Bignac 200mg Tablet SR,Dizziness,Indigestion,Nausea,Abdominal pain,Increased liver enzymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,Dichlorobenzenes Derivative,No,PAIN ANALGESICS,NSAID's- Non-Selective COX 1&2 Inhibitors (acetic acid)
8826,ace eye drop,,,,,,Eye discomfort,Eye irritation,Burning sensation in eye,Blurred vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial eye infections,,,,,,No,OPHTHAL,
8827,atarap 4mg tablet,Monozide 4mg Tablet,Pimolite 4mg Tablet,Neurap 4mg Tablet,Pimo 4mg Tablet,Medip 4mg Tablet,Sleepiness,Orthostatic hypotension (sudden lowering of blood pressure on standing),Dryness in mouth,Abnormality of voluntary movements,Weight gain,Increased prolactin level in blood,Urinary retention,Constipation,Abnormal vision,Tremors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Schizophrenia,,,,,Diphenylbutylpiperidine Derivatives,No,NEURO CNS,Typical Antipsychotics
8828,ambidext 20 tablet,Dt 20mg Tablet,D Zire 20mg Tablet,Doxebal 20mg Tablet,Duloren 20 Tablet,Duloxee 20 Tablet,Nausea,Headache,Dryness in mouth,Sleepiness,Dizziness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Depression,Treatment of Anxiety disorder,Treatment of Diabetic nerve pain,Treatment of Fibromyalgia,Treatment of Neuropathic pain,Naphthalene Derivative,No,NEURO CNS,Serotonin-norepinephrine reuptake inhibitors (SNRIs)
8829,alopur 100mg tablet,Piloric 100mg Tablet,Ryloric 100mg Tablet,Zyrik 100 Tablet,Zyle 100 Tablet,Zyloric Tablet,Skin rash,Diarrhea,Nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Gout,,,,,Pyrazolo Pyrimidine Derivative,No,PAIN ANALGESICS,Xanthine oxidase Inhibitors-gout
8830,aegiceff 500mg tablet,Wyceft 500mg Tablet,,,,,Rash,Diarrhea,Abnormal liver function tests,"Decreased blood cells (red cells, white cells, and platelets)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Broad Spectrum (Third & fourth generation cephalosporins),No,ANTI INFECTIVES,Cephalosporins: 3 generation
8831,azivin 500mg tablet,Azax 500 Tablet,Zady 500 Tablet,Trulimax 500mg Tablet,Azifast 500 Tablet,Zithrox 500 Tablet,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8832,axeptil 500mg tablet,Cefoxim 500 Tablet,Zefu 500 Tablet,Bigcef 500 Tablet,Cefakind 500 Tablet,Pulmocef 500 Tablet,Rash,Vomiting,Allergic reaction,Increased liver enzymes,Nausea,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Intermediate spectrum {Second generation cephalosporins},No,ANTI INFECTIVES,Cephalosporins: 2nd generation
8833,apex 2mg tablet,Dial 2mg Tablet,,,,,Lightheadedness,Drowsiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Anxiety,Treatment of Panic disorder,,,,Benzodiazepines Derivative,Yes,NEURO CNS,Benzodiazepines
8834,agaba-n 300mg/500mcg tablet,Gabanyl 300mg/500mcg Tablet,Novonerve-G Tablet,Miol G 300 mg/500 mcg Tablet,Gbm Tablet,Mecofort G Tablet,Dizziness,Sleepiness,Tiredness,Uncoordinated body movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Neuropathic pain,,,,,,No,NEURO CNS,
8835,acevis rz tablet,Dolostat Plus 100 mg/325 mg/10 mg Tablet,Caterpil 100mg/325mg/10mg Tablet,Feclojoy-R Tablet,Alclef RB Tablet,Aciril PR 100mg/325mg/10mg Tablet,Nausea,Diarrhea,Constipation,Stomach pain,Flatulence,Loss of appetite,Weakness,Flu-like symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,,No,PAIN ANALGESICS,
8836,abnerve injection,Cynocal-16 RF Injection,Krimec Injection,Riyocob Forte Injection,Alco-Plus Injection,Lukobal NV Injection,No common side effects seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Nutritional deficiencies,,,,,,No,VITAMINS MINERALS NUTRIENTS,
8837,aztel ct 40mg/12.5mg tablet,Newtel-CH 40 Tablet,Venpres-CH 40mg/12.5mg Tablet,Telmikind-CT 40 Tablet,Telvas-CT 40 Tablet,TELBRIT CT 40MG/12.5MG TABLET,Dizziness,Back pain,Sinus infection,Diarrhea,Skin ulcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hypertension (high blood pressure),,,,,,No,CARDIAC,
8838,alclar 500 tablet,Maclar 500 Tablet,Clarigard  500 Tablet,Zoclar 500mg Tablet,Clarinova 500 Tablet,Monoclar 500 Tablet,Abdominal pain,Diarrhea,Headache,Nausea,Taste change,Vomiting,Indigestion,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8839,acerab 20mg tablet,Cyra 20mg Tablet,Pepcia 20 Tablet,Rabesec 20 Tablet,Rabium 20 Tablet,Rabicip 20 Tablet,Diarrhea,Dizziness,Flatulence,Headache,Nausea,Sore throat,Stomach pain,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Gastroesophageal reflux disease (Acid reflux),Treatment of Peptic ulcer disease,,,,Sulfinylbenzimidazole Derivative,No,GASTRO INTESTINAL,Proton pump inhibitors
8840,afixer 40 tablet,Topp 40 Tablet,Pank 40mg Tablet,Panplus 40 Tablet,Aciban 40 Tablet,P 40 Tablet,Diarrhea,Flatulence,Headache,Nausea,Stomach pain,Vomiting,Dizziness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Heartburn,Treatment of Gastroesophageal reflux disease (Acid reflux),Treatment of Peptic ulcer disease,,,Sulfinylbenzimidazole Derivative,No,GASTRO INTESTINAL,Proton pump inhibitors
8841,amcalm 50 tablet,Gressami 50mg Tablet,Amisyt 50mg Tablet,Quinpride 50 Tablet,Restpride 50 Tablet,Amipride 50 Tablet,Nausea,Vomiting,Dryness in mouth,Constipation,Weight gain,Decreased blood pressure,Dystonia (involuntary muscle contractions),Akathisia (inability to stay still),Parkinsonism,Increased prolactin level in blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Schizophrenia,,,,,Denzamide Derivative,No,NEURO CNS,Atypical Antipsychotics
8842,axn 250mg tablet,Hexamox 250mg Tablet,Z Mox Kid 250mg Tablet,Jetmox 250mg Tablet,Taurmox 250mg Tablet,Septicin 250mg Tablet,Rash,Vomiting,Allergic reaction,Nausea,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Aminopenicillins {Penicillins},No,ANTI INFECTIVES,Cell wall active agent -Extended spectrum Penicillin
8843,aptflam-mr tablet,Acimol MR 100mg/325mg/250mg Tablet,Kapinac CZ Tablet,Zoceclo MR 100mg/325mg/250mg Tablet,Acelyn MR 100mg/325mg/250mg Tablet,Lyfenac-MR Tablet,Nausea,Vomiting,Heartburn,Stomach pain,Diarrhea,Loss of appetite,Tiredness,Sleepiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Muscular pain,,,,,,No,PAIN ANALGESICS,
8844,ambromax syrup,T Kuff Syrup,Advanced LCF Kid Expectorant,Kofide Syrup,C C Gesic Plus Syrup,Wifi-S Syrup Sugar Free,Nausea,Diarrhea,Vomiting,Dizziness,Headache,Rash,Tremors,Increased heart rate,Upper abdominal pain,Urticaria,Itching,Sweating,Changes in serum aminotransferase levels,Bloating,Indigestion,,,,,,,,,,,,,,,,,,,,,,,,,,,, Cough,,,,,,No,RESPIRATORY,
8845,amazeen 250 tablet,Azicip 250 Tablet,Azikem 250mg Tablet,Fitzee 250 Tablet,Azi Q 250mg Tablet,Azax 250 Tablet,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8846,acetal th 100mg/8mg tablet,Artiflex TH 100mg/8mg Tablet,Aceplee TH 100mg/8mg Tablet,Bignac-MR 8 Tablet,Auxidol TH 100mg/8mg Tablet,Paronix TH 100mg/8mg Tablet,Nausea,Vomiting,Heartburn,Stomach pain/epigastric pain,Loss of appetite,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Pain due to muscle spasm,,,,,,No,PAIN ANALGESICS,
8847,aglorab d 30mg/20mg capsule sr,Pepcia-D Capsule SR,Rabega D 30mg/20mg Capsule SR,Rabekind-DSR Capsule,Rabezol DSR  Capsule,Drego-D Capsule SR,Diarrhea,Stomach pain,Dryness in mouth,Headache,Dizziness,Flatulence,Weakness,Flu-like symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Gastroesophageal reflux disease (Acid reflux),Treatment of Peptic ulcer disease,,,,,No,GASTRO INTESTINAL,
8848,alermist-f nasal spray,Flutiviio Nasal Spray,Clearmist F Nasal Spray,Ticamist 50mcg Nasal Spray,Flomist AZ 50mcg Nasal Spray,Flutskin 50mcg Nasal Spray,Nasal irritation,Headache,Nosebleeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Sneezing and runny nose due to allergies, Severe allergic reactions,Treatment of Skin conditions with inflammation & itching,,,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
8849,alergin lx syrup,Primecet AM Syrup,Coldthrow AM Syrup,Ambecy Syrup,Amozin Syrup,Licoscott cm Syrup,Upset stomach,Dryness in mouth,Headache,Fatigue,Sleepiness,Allergic reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Cough,,,,,,No,RESPIRATORY,
8850,ardrox 125mg syrup,Acudrox 125mg Syrup,Seadrox 125mg Syrup,Cynoxil Syrup,Cefodril 125mg Syrup,B Dril Syrup,Nausea,Vomiting,Abdominal pain,Diarrhea,Allergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Narrow- specttrum {First generation cephalosporins},No,ANTI INFECTIVES,Cephalosporins: 1st generation
8851,allekast-l syrup,Montina-L Syrup,1-AL M Syrup,Montemac-L Syrup,Lasma LC kid Syrup,Romilast L Syrup,Rash,Nausea,Diarrhea,Dryness in mouth,Fatigue,Headache,Skin rash,Sleepiness,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Sneezing and runny nose due to allergies,Treatment of Hay fever,Treatment of Allergic skin conditions,,,,No,RESPIRATORY,
8852,ambroxen-ls syrup sugar free,Cufflect-LS Syrup,Tiecuf L Syrup,Bravocof-LS Syrup,Odkoff LS Syrup,Tirurexx AM Syrup,Bronchitis (inflammation of the airways),Dizziness,Vomiting,Inflammation of the nose,Pain,Asthma,Pharyngitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Chronic obstructive pulmonary disease (COPD),,,,,,No,RESPIRATORY,
8853,amirio 100mg tablet,Gressami 100mg Tablet,Amimind 100 Tablet,Joypride 100mg Tablet,Cizorest 100 Tablet,Amipride 100 Tablet,Nausea,Vomiting,Dryness in mouth,Constipation,Weight gain,Decreased blood pressure,Dystonia (involuntary muscle contractions),Akathisia (inability to stay still),Parkinsonism,Increased prolactin level in blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Schizophrenia,,,,,Denzamide Derivative,No,NEURO CNS,Atypical Antipsychotics
8854,argex 250mg capsule,Azmox 250mg Capsule,Azizen 250mg Capsule,Azivin 250mg Capsule,AZ 1 250mg Capsule,Azit 250mg Capsule,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8855,atnol 50mg tablet,Ziblok 50 Tablet,Ozoten 50mg Tablet,Hipres 50 Tablet,Obeta 50mg Tablet,Anol 50mg Tablet,Cold extremities,Fatigue,Slow heart rate,Nausea,Diarrhea,Dizziness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Angina (heart-related chest pain),Treatment of Arrhythmia,Prevention of Heart attack,Prevention of Migraine,Synthetic isopropylamino propanol derivative,No,CARDIAC,Beta blocker- Cardioselective
8856,aviglic mf 80 mg/500 mg tablet,Glytas-MF Tablet,Glykind-M Tablet,Cyblex M 80 Tablet,Glycigon-M Tablet,Nuzide M Tablet,Hypoglycemia (low blood glucose level),Headache,Nausea,Dizziness,Diarrhea,Flatulence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Type 2 diabetes mellitus,,,,,,No,ANTI DIABETIC,
8857,alzy 0.5mg tablet,Alprasafe 0.5mg Tablet,Alparazole 0.5mg Tablet,Alprazol 0.5mg Tablet,Texidep 0.5mg Tablet,Zolipax 0.5mg Tablet,Lightheadedness,Drowsiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Anxiety,Treatment of Panic disorder,,,,Benzodiazepines Derivative,Yes,NEURO CNS,Benzodiazepines
8858,acedil 100mg/325mg tablet,Dolostat PC 100 mg/325 mg Tablet,Acimol 100 mg/325 mg Tablet,Topnac P Tablet,Arflur-P Tablet,Ark-AP Tablet,Nausea,Vomiting,Stomach pain/epigastric pain,Loss of appetite,Heartburn,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,,No,PAIN ANALGESICS,
8859,asert 200mg tablet,Cefilab 200 Tablet,Cefix 200 Tablet,Mahacef 200 Tablet,Cefi 200 Tablet,Ceftas 200 Tablet,Nausea,Stomach pain,Indigestion,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Broad spectrum (Third & fourth generation cephalosporins},No,ANTI INFECTIVES,Cephalosporins: 3 generation
8860,alevict 2.5mg/5ml syrup,Grilcet 2.5mg Syrup,Zucet Syrup,1-AL Syrup,Belrin-LZ Syrup,Lecope Syrup,Nausea,Constipation,Dizziness,Sleepiness,Fatigue,Dryness in mouth,Headache,Vomiting,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic conditions,,,,,Piperazine Derivatives,No,RESPIRATORY,H1 Antihistaminics (second Generation)
8861,alernyl b 4mg/100mg/1mg/2mg syrup,Ancoril Syrup,Cofgo Syrup,New Eascof Syrup,BD Rex Syrup,Tordex Syrup,Nausea,Vomiting,Diarrhea,Stomach pain,Indigestion,Bloating,Dizziness,Headache,Sweating,Rash,Hives,Muscle cramp,Tremors,Increased heart rate,Palpitations,,,,,,,,,,,,,,,,,,,,,,,,,,,, Cough,,,,,,No,RESPIRATORY,
8862,axces 100mg tablet,Topnac 100mg Tablet,Topflam 100mg Tablet,Acenal 100mg Tablet,Safronac 100mg Tablet,Dolokind 100mg Tablet,Vomiting,Stomach pain/epigastric pain,Nausea,Indigestion,Diarrhea,Heartburn,Loss of appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,Dichlorobenzenes Derivative,No,PAIN ANALGESICS,NSAID's- Non-Selective COX 1&2 Inhibitors (acetic acid)
8863,anodine 50mg tablet,Engaba M 500mcg/50mg Tablet,Pregabid Forte 500mcg/50mg Tablet,Cobagain PG 500mcg/50mg Tablet,Pregasol 500mcg/50mg Tablet,Pregazac 500mcg/50mg Tablet,Dizziness,Sleepiness,Tiredness,Uncoordinated body movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Neuropathic pain,,,,,,No,NEURO CNS,
8864,adpaxil 100mg injection,Oncotaxel 100mg Injection,Altaxel 100mg Injection,Cytax 100mg Injection,Mitotax 100mg Injection,Paclitec 100 Injection,Nausea,Vomiting,Weakness,Low blood platelets,Rash,Upper respiratory tract infection,Urinary tract infection,Bleeding,Anemia (low number of red blood cells),"Flushing (sense of warmth in the face, ears, neck and trunk)",Hair loss,Decreased blood pressure,Peripheral neuropathy (tingling and numbness of feet and hand),Diarrhea,Decreased white blood cell count (neutrophils),,,,,,,,,,,,,,,,,,,,,,,,,,,, Breast cancer, Non-small cell lung cancer, Pancreatic cancer,,,Taxanes Derivatives,No,ANTI NEOPLASTICS,Antimicrotubule agents- Taxanes
8865,avespas 10mg/40mg drop,NT Spas 10mg/40mg Drop,Brenum 10 mg/40 mg Drop,Colixin Drop,Colicspam Drop,Pipcol Drop,Nausea,Vomiting,Blurred vision,Drowsiness,Nervousness,Constipation,Diarrhea,Burping,Loss of appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Irritable bowel syndrome,Treatment of Abdominal pain,,,,,No,GASTRO INTESTINAL,
8866,azitab 250mg tablet,Azicip 250 Tablet,Azikem 250mg Tablet,Fitzee 250 Tablet,Azi Q 250mg Tablet,Azax 250 Tablet,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8867,alzonex plus 0.25 mg/20 mg tablet,Faxtin A 0.25 mg/20 mg Tablet,Deplam F 0.25mg/20mg Tablet,L Cetree Tablet,Zedep A 0.25 mg/20 mg Tablet,Tizadep 0.25 mg/20 mg Tablet,Nausea,Vomiting,Diarrhea,Confusion,Memory impairment,Uncoordinated body movements,Drowsiness,Tiredness,Anorgasmia (decreased orgasm),Delayed ejaculation,Low sexual desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Depression,,,,,,Yes,NEURO CNS,
8868,afesan-sp tablet,Acloson SP Tablet,Mdace SP 100 mg/500 mg/10 mg Tablet,Axsol-SP Tablet,Corflam SP 100mg/500mg/10mg Tablet,Zofen SP 100 mg/500 mg/10 mg Tablet,Nausea,Vomiting,Stomach pain,Indigestion,Heartburn,Loss of appetite,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,,No,PAIN ANALGESICS,
8869,amrox gt expectorant,,,,,,Nausea,Diarrhea,Bloating,Indigestion,Vomiting,Stomach pain,Sweating,Dizziness,Headache,Skin rash,Hives,Tremors,Increased heart rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Cough with mucus,,,,,,No,RESPIRATORY,
8870,azigreen 250mg tablet,Azicip 250 Tablet,Azikem 250mg Tablet,Fitzee 250 Tablet,Azi Q 250mg Tablet,Azax 250 Tablet,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8871,acelom-p 100mg/500mg tablet,Xtra P 100 mg/500 mg Tablet,Jetace 100 mg/500 mg Tablet,Acebloc P 100 mg/500 mg Tablet,Icobit P 100 mg/500 mg Tablet,Aclomp P 100 mg/500 mg Tablet,Nausea,Vomiting,Stomach pain/epigastric pain,Loss of appetite,Heartburn,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,,No,PAIN ANALGESICS,
8872,alpra 0.25mg tablet,Alltop 0.25mg Tablet,Alprasafe 0.25mg Tablet,Nindra 0.25mg Tablet,Alora 0.25mg Tablet,Exal 0.25mg Tablet,Lightheadedness,Drowsiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Anxiety,Treatment of Panic disorder,,,,Benzodiazepines Derivative,Yes,NEURO CNS,Benzodiazepines
8873,ambo syrup,Batrox AM Syrup,Cofeon Syrup,Yetbrox Syrup,Ascodryl Syrup,Kuffzer A Syrup,Nausea,Diarrhea,Vomiting,Dizziness,Headache,Rash,Tremors,Increased heart rate,Upper abdominal pain,Urticaria,Itching,Sweating,Changes in serum aminotransferase levels,Bloating,Indigestion,,,,,,,,,,,,,,,,,,,,,,,,,,,, Cough,,,,,,No,RESPIRATORY,
8874,azitox 500 tablet,Azax 500 Tablet,Zady 500 Tablet,Trulimax 500mg Tablet,Azifast 500 Tablet,Zithrox 500 Tablet,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8875,azitus 250 tablet,Azicip 250 Tablet,Azikem 250mg Tablet,Fitzee 250 Tablet,Azi Q 250mg Tablet,Azax 250 Tablet,Vomiting,Nausea,Abdominal pain,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Macrolides,No,ANTI INFECTIVES,Macrolides
8876,acelive sp 100mg/325mg/15mg tablet,Vetory SP Tablet,Ibugesic ASP Tablet,Acemiz-S Tablet,Dolokind AA Tablet,Anaflam Xps  Tablet,Nausea,Vomiting,Stomach pain,Indigestion,Heartburn,Loss of appetite,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pain relief,,,,,,No,PAIN ANALGESICS,
8877,aripzole 15mg tablet,Apiz 15mg Tablet,Arzur 15 Tablet,Nulet 15 Tablet,Aripiren 15mg Tablet,Arip MT 15 Tablet,Akathisia (inability to stay still),Anxiety,Blurred vision,Constipation,Dizziness,Fatigue,Headache,Increased saliva production,Indigestion,Insomnia (difficulty in sleeping),Nausea,Parkinsonism,Restlessness,Sleepiness,Tremors,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,, Schizophrenia, Mania,,,,Dihydrocarbostyril Drivative,No,NEURO CNS,Atypical Antipsychotics
8878,acen mr tablet,Acimol MR 100mg/325mg/250mg Tablet,Kapinac CZ Tablet,Apc Plus Tablet,Acelyn MR 100mg/325mg/250mg Tablet,Lyfenac-MR Tablet,Nausea,Vomiting,Heartburn,Stomach pain,Diarrhea,Loss of appetite,Tiredness,Sleepiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Muscular pain,,,,,,No,PAIN ANALGESICS,
8879,anitryp 10mg tablet,Triptop 10mg Tablet,Relidep 10mg Tablet,Amitone 10mg Tablet,Tryp 10mg Tablet,Amitril 10mg Tablet,Constipation,Dryness in mouth,Orthostatic hypotension (sudden lowering of blood pressure on standing),Weight gain,Aggressive behavior,Nasal congestion (stuffy nose),Sleepiness,Dizziness,Headache,Decreased libido,Nausea,Fatigue,Confusion,Tremors,Speech disorder,Palpitations,Taste change,Paresthesia (tingling or pricking sensation),Abnormality of voluntary movements,Loss of accommodation,Atrioventricular block,Micturition disorders,Erectile dysfunction,Abnormal ECG,Decreased sodium level in blood,,,,,,,,,,,,,,,,,,Treatment of Depression, Neuropathic pain,Treatment of Migraine,,,Dibenzocycloheptenes Derivative,No,NEURO CNS,Tricyclic antidepressants
8880,aplos suspension,,,,,,Dizziness,Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic conditions, Appetite stimulant,,,,Dibenzocycloheptenes Derivative,No,VITAMINS MINERALS NUTRIENTS,H1 Antihistaminics (First Generation)
